en_review	sentiment
The story draws you in so much that you find a bit of yourself in all the characters. It weaves everyday character, everyday life, everyday comedy into a story of self discovery, paying penance for years of indulgent living, and concluding in a reveal that the director has been subtly hinting at, but which you are not able to touch till it is handed to you. You keep guessing, but when the reveal happens, it is so satisfying that you are happy for the suspense	positive
The locations are perfect for the movie, giving us such a rich viewing experience, moving us from the affluent neighbourhoods to the almost destitute areas where people have to work for daily wages. 	positive
This is a great movie.	positive
Enjoy! Very nice... very nice indeed.	positive
. . Very well made movie with some excellent acting to boot... along, with great all round production. You won't be disappointed at all.	positive
I totally recommend this movie... you are sure to enjoy this.	positive
A movie for those who think and reflect. I strongly recommend.	positive
 it's a good movie... well made and tells an okay story... to be enjoyed on your Tv at home.	positive
Here is a solid movie... surprisingly emotional too. All round solid performances coupled with a compelling story line. This is sure to touch you.	positive
Just finished watching #Livinginbondagebreakingfree . . Things are really happening tho 💔💯.. . . . @RamseyNouah. .  great movie 💯💪🏾🇳🇬	positive
Saw the movie #ITKthemovie courtesy of . . @Omojuwa. .  meet and greet . Thankyou so much. 	positive
#ITKthemovie should be our Nigerian Christmas movie this year. It’s absolutely amazing. Very realistic, relatable and of course, hilarious 😂	positive
The only thing coming to my head rn as the funniest thing I've spent money on is #ITKthemovie 😭. Cracked me up and was totally worth it! 💯 	positive
A must watch for every self respecting Ninja turtles fan out there! And a great movie for kids. Also, if you were never a Ninja turtles fan, but you enjoyed the Transformers movies, then you will definitely enjoy this one too.	positive
This is a great movie to see... It tells a real life story that is touching and engaging. You will be moved to tears, but... you will be made to laugh too.	positive
it's definitely not a waste of money.	positive
It's a well made movie... good acting... 	positive
it's an enjoyable drama. 	positive
This has got some great acting performances	positive
Those who want to laugh and feel mushy, mushy, will most definitely enjoy this one.	positive
. . Filled with more than a few laughs, you will find yourself laughing quite hard. But it's not a comedy... it has got some serious undertones to the story, but all in all it's very well laid out.	positive
its quite entertaining. Okay story, Good acting (minus Uche Jombo's) and more than a few laughs.	positive
this is a great movie. A step in the right direction for the Nigerian movie industry a.k.a Nollywood. The story is a magnificently solid and you should appreciate it's not another of the usual stories Nollywood is known for... it's not about a cheating husband, a wicked mother-in-law, a bad son or witchcraft.	positive
I found myself literally laughing out loud for extended periods of time... thanks both to the hilarious scenarios and the stellar acting.	positive
. . Production is also great... it's not the best have seen, even in Nigeria, but... there's no shoddy annoying camera work here.	positive
. . It's got great all round acting and a very well written script... with a good story to boot... especially for a comedy.	positive
This is a lovely movie... filled with some great laughs. I recommend.	positive
I am 20 minutes into #LivingInBondageBreakingFree and I have already concluded its the best movie ever directed in the Nollywood space. The casting, the set, plot, the score, soundtrack, picture & sound editing, visual effects and the dialogues all top notch. I am impressed.	positive
Your role interpretation in #livinginbondagebreakingfree was excellent @munachiabii. Good job	positive
I'm watching #LivingInBondageBreakingFree after so much anticipation... 30 minutes into the movie, my expectations are already being superceded 😭🔥🔥. . . . Amazing stuff... Its night, let me be watching and tweeting alone 😌	positive
Ramsey Nouah is acting this role as if he was born as the character... 😍Perfection...	positive
"The movie ""Living in Bondage Breaking Free"" was worth the hype. Gosh, I so enjoyed watching the movie now. Well done to all the actors 🙌🙌 #livinginbondagebreakingfree #WednesdayThoughts"	positive
